,Name,Stock,Discount
1098,Clothing,210,0.67
1099,Clothing,489,0.89
1100,Clothing,324,0.76
1101,Clothing,278,0.72
1102,Clothing,206,0.66
1103,Clothing,379,0.8
1104,Clothing,398,0.82
1105,Clothing,462,0.87
1106,Clothing,403,0.82
1107,Clothing,142,0.61
1108,Clothing,149,0.62
1109,Clothing,226,0.68
1110,Clothing,190,0.65
1111,Clothing,290,0.73
1112,Clothing,321,0.76
1113,Clothing,70,0.56
1114,Clothing,80,0.56
1115,Clothing,63,0.55
1116,Clothing,356,0.78
1117,Clothing,61,0.55
1118,Clothing,195,0.66
1119,Clothing,205,0.66
1120,Clothing,302,0.74
1121,Clothing,239,0.69
1122,Clothing,71,0.56
1123,Clothing,286,0.73
1124,Clothing,342,0.77
1125,Clothing,153,0.62
1126,Clothing,181,0.64
1127,Clothing,323,0.76
1128,Clothing,242,0.69
1129,Clothing,380,0.8
1130,Clothing,212,0.67
1131,Clothing,111,0.59
1132,Clothing,244,0.7
1133,Clothing,250,0.7
1134,Clothing,355,0.78
1135,Clothing,256,0.7
1136,Clothing,162,0.63
1137,Clothing,252,0.7
1138,Clothing,333,0.77
1139,Clothing,490,0.89
1140,Clothing,30,0.52
1141,Clothing,227,0.68
1142,Clothing,153,0.62
1143,Clothing,73,0.56
1144,Clothing,381,0.8
1145,Clothing,253,0.7
1146,Clothing,26,0.52
1147,Clothing,454,0.86
1148,Clothing,318,0.75
1149,Clothing,110,0.59
1150,Clothing,13,0.51
1151,Clothing,181,0.64
1152,Clothing,241,0.69
1153,Clothing,200,0.66
1154,Clothing,454,0.86
1155,Clothing,5,0.5
1156,Clothing,433,0.85
1157,Clothing,269,0.72
1158,Clothing,34,0.53
1159,Clothing,351,0.78
1160,Clothing,443,0.85
1161,Clothing,41,0.53
1162,Clothing,351,0.78
1163,Clothing,486,0.89
1164,Clothing,379,0.8
1165,Clothing,473,0.88
1166,Clothing,342,0.77
1167,Clothing,202,0.66
1168,Clothing,3,0.5
1169,Clothing,184,0.65
1170,Clothing,21,0.52
1171,Clothing,59,0.55
1172,Clothing,317,0.75
1173,Clothing,1,0.5
1174,Clothing,138,0.61
1175,Clothing,447,0.86
1176,Clothing,327,0.76
1177,Clothing,358,0.79
1178,Clothing,149,0.62
1179,Clothing,372,0.8
1180,Clothing,461,0.87
1181,Clothing,116,0.59
1182,Clothing,72,0.56
1183,Clothing,384,0.81
1184,Clothing,293,0.73
1185,Clothing,147,0.62
1186,Clothing,97,0.58
1187,Clothing,53,0.54
1188,Clothing,222,0.68
1189,Clothing,235,0.69
1190,Clothing,366,0.79
1191,Clothing,169,0.64
1192,Clothing,196,0.66
1193,Clothing,86,0.57
1194,Clothing,169,0.64
1195,Clothing,215,0.67
1196,Clothing,331,0.76
1197,Clothing,459,0.87
1198,Clothing,351,0.78
1199,Clothing,222,0.68
1200,Drink,18,0.54
1201,Drink,57,0.61
1202,Drink,90,0.68
1203,Drink,18,0.54
1204,Drink,67,0.63
1205,Drink,40,0.58
1206,Drink,16,0.53
1207,Drink,26,0.55
1208,Drink,23,0.55
1209,Drink,56,0.61
1210,Drink,44,0.59
1211,Drink,49,0.6
1212,Drink,54,0.61
1213,Drink,62,0.62
1214,Drink,49,0.6
1215,Drink,93,0.69
1216,Drink,28,0.56
1217,Drink,25,0.55
1218,Drink,56,0.61
1219,Drink,26,0.55
1220,Drink,75,0.65
1221,Drink,90,0.68
1222,Drink,6,0.51
1223,Drink,49,0.6
1224,Drink,4,0.51
1225,Drink,29,0.56
1226,Drink,81,0.66
1227,Drink,10,0.52
1228,Drink,23,0.55
1229,Drink,46,0.59
1230,Drink,7,0.51
1231,Drink,95,0.69
1232,Drink,81,0.66
1233,Drink,86,0.67
1234,Drink,22,0.54
1235,Drink,29,0.56
1236,Drink,78,0.66
1237,Drink,38,0.58
1238,Drink,78,0.66
1239,Drink,11,0.52
1240,Drink,90,0.68
1241,Drink,65,0.63
1242,Drink,96,0.69
1243,Drink,36,0.57
1244,Drink,98,0.7
1245,Drink,45,0.59
1246,Drink,52,0.6
1247,Drink,58,0.62
1248,Drink,6,0.51
1249,Drink,80,0.66
1250,Drink,89,0.68
1251,Drink,66,0.63
1252,Drink,85,0.67
1253,Drink,83,0.67
1254,Drink,70,0.64
1255,Drink,94,0.69
1256,Drink,55,0.61
1257,Drink,74,0.65
1258,Drink,58,0.62
1259,Drink,62,0.62
1260,Drink,32,0.56
1261,Drink,90,0.68
1262,Drink,60,0.62
1263,Drink,27,0.55
1264,Drink,43,0.59
1265,Drink,34,0.57
1266,Drink,5,0.51
1267,Drink,5,0.51
1268,Drink,6,0.51
1269,Drink,20,0.54
1270,Drink,44,0.59
1271,Drink,0,0.5
1272,Drink,37,0.57
1273,Drink,83,0.67
1274,Drink,0,0.5
1275,Drink,17,0.53
1276,Drink,8,0.52
1277,Drink,100,0.7
1278,Drink,54,0.61
1279,Drink,87,0.67
1280,Drink,28,0.56
1281,Drink,77,0.65
1282,Drink,50,0.6
1283,Drink,71,0.64
1284,Drink,28,0.56
1285,Drink,58,0.62
1286,Drink,24,0.55
1287,Drink,43,0.59
1288,Drink,77,0.65
1289,Drink,13,0.53
1290,Drink,77,0.65
1291,Drink,10,0.52
1292,Drink,40,0.58
1293,Drink,41,0.58
1294,Drink,68,0.64
1295,Drink,58,0.62
1296,Drink,41,0.58
1297,Drink,32,0.56
1298,Drink,3,0.51
1299,Drink,66,0.63
1300,Drink,5,0.51
1301,Drink,24,0.55
1302,Drink,47,0.59
1303,Drink,10,0.52
1304,Drink,26,0.55
1305,Drink,67,0.63
1306,Drink,44,0.59
1307,Drink,24,0.55
1308,Drink,25,0.55
1309,Drink,32,0.56
1310,Drink,86,0.67
1311,Drink,93,0.69
1312,Drink,94,0.69
1313,Drink,38,0.58
1314,Drink,39,0.58
1315,Drink,66,0.63
1316,Drink,49,0.6
1317,Drink,32,0.56
1318,Drink,61,0.62
1319,Drink,44,0.59
1320,Drink,91,0.68
1321,Drink,30,0.56
1322,Drink,5,0.51
1323,Drink,39,0.58
1324,Drink,70,0.64
1325,Drink,9,0.52
1326,Drink,1,0.5
1327,Drink,58,0.62
1328,Drink,63,0.63
1329,Drink,92,0.68
1330,Drink,56,0.61
1331,Drink,6,0.51
1332,Drink,52,0.6
1333,Drink,63,0.63
1334,Drink,58,0.62
1335,Drink,56,0.61
1336,Drink,15,0.53
1337,Drink,10,0.52
1338,Drink,10,0.52
1339,Drink,30,0.56
1340,Drink,12,0.52
1341,Drink,97,0.69
1342,Drink,19,0.54
1343,Drink,52,0.6
1344,Drink,27,0.55
1345,Drink,56,0.61
1346,Drink,78,0.66
1347,Drink,9,0.52
1348,Drink,54,0.61
1349,Drink,71,0.64
1350,Drink,96,0.69
1351,Drink,50,0.6
1352,Drink,5,0.51
1353,Drink,23,0.55
1354,Drink,31,0.56
1355,Drink,62,0.62
1356,Drink,28,0.56
1357,Drink,16,0.53
1358,Drink,35,0.57
1359,Drink,45,0.59
1360,Drink,40,0.58
1361,Drink,55,0.61
1362,Drink,13,0.53
1363,Drink,71,0.64
1364,Drink,36,0.57
1365,Drink,78,0.66
1366,Drink,69,0.64
1367,Drink,100,0.7
1368,Drink,25,0.55
1369,Drink,91,0.68
1370,Drink,37,0.57
1371,Drink,99,0.7
1372,Drink,56,0.61
1373,Drink,65,0.63
1374,Drink,77,0.65
1375,Drink,59,0.62
1376,Drink,68,0.64
1377,Drink,81,0.66
1378,Drink,33,0.57
1379,Drink,34,0.57
1380,Drink,29,0.56
1381,Drink,2,0.5
1382,Drink,15,0.53
1383,Drink,78,0.66
1384,Drink,100,0.7
1385,Drink,91,0.68
1386,Drink,12,0.52
1387,Drink,22,0.54
1388,Drink,93,0.69
1389,Drink,53,0.61
1390,Drink,31,0.56
1391,Drink,27,0.55
1392,Drink,36,0.57
1393,Drink,94,0.69
1394,Drink,84,0.67
1395,Drink,0,0.5
1396,Drink,94,0.69
1397,Drink,68,0.64
1398,Drink,65,0.63
1399,Drink,54,0.61
1400,Drink,6,0.51
1401,Drink,15,0.53
1402,Drink,49,0.6
1403,Drink,82,0.66
1404,Drink,34,0.57
1405,Drink,15,0.53
1406,Drink,94,0.69
1407,Drink,72,0.64
1408,Drink,45,0.59
1409,Drink,29,0.56
1410,Drink,86,0.67
1411,Drink,91,0.68
1412,Drink,90,0.68
1413,Drink,69,0.64
1414,Drink,84,0.67
1415,Drink,36,0.57
1416,Drink,28,0.56
1417,Drink,94,0.69
1418,Drink,30,0.56
1419,Drink,8,0.52
1420,Drink,66,0.63
1421,Drink,39,0.58
1422,Drink,86,0.67
1423,Drink,41,0.58
1424,Drink,29,0.56
1425,Drink,47,0.59
1426,Drink,80,0.66
1427,Drink,61,0.62
1428,Drink,36,0.57
1429,Drink,74,0.65
1430,Drink,21,0.54
1431,Drink,17,0.53
1432,Drink,1,0.5
1433,Drink,70,0.64
1434,Drink,64,0.63
1435,Drink,41,0.58
1436,Drink,46,0.59
1437,Drink,74,0.65
1438,Drink,81,0.66
1439,Drink,3,0.51
1440,Drink,16,0.53
1441,Drink,50,0.6
1442,Drink,19,0.54
1443,Drink,22,0.54
1444,Drink,65,0.63
1445,Drink,9,0.52
1446,Drink,17,0.53
1447,Drink,97,0.69
1448,Drink,26,0.55
1449,Drink,100,0.7
1450,Drink,99,0.7
1451,Drink,63,0.63
1452,Drink,72,0.64
1453,Drink,98,0.7
1454,Drink,89,0.68
1455,Drink,27,0.55
1456,Drink,30,0.56
1457,Drink,93,0.69
1458,Drink,16,0.53
1459,Drink,29,0.56
1460,Drink,97,0.69
1461,Drink,49,0.6
1462,Drink,45,0.59
1463,Drink,77,0.65
1464,Drink,75,0.65
1465,Drink,16,0.53
1466,Drink,80,0.66
1467,Drink,63,0.63
1468,Drink,13,0.53
1469,Drink,78,0.66
1470,Drink,3,0.51
1471,Drink,67,0.63
1472,Drink,76,0.65
1473,Drink,45,0.59
1474,Drink,62,0.62
1475,Drink,58,0.62
1476,Drink,39,0.58
1477,Drink,1,0.5
1478,Drink,28,0.56
1479,Drink,71,0.64
1480,Drink,83,0.67
1481,Drink,20,0.54
1482,Drink,84,0.67
1483,Drink,63,0.63
1484,Drink,94,0.69
1485,Drink,61,0.62
1486,Drink,69,0.64
1487,Drink,40,0.58
1488,Drink,90,0.68
1489,Drink,10,0.52
1490,Drink,33,0.57
1491,Drink,17,0.53
1492,Drink,77,0.65
1493,Drink,51,0.6
1494,Drink,90,0.68
1495,Drink,24,0.55
1496,Drink,40,0.58
1497,Drink,100,0.7
1498,Drink,37,0.57
1499,Drink,49,0.6
1500,Drink,7,0.51
1501,Drink,26,0.55
1502,Drink,4,0.51
1503,Drink,40,0.58
1504,Drink,92,0.68
1505,Drink,95,0.69
1506,Drink,31,0.56
1507,Drink,43,0.59
1508,Drink,56,0.61
1509,Drink,85,0.67
1510,Drink,92,0.68
1511,Drink,84,0.67
1512,Drink,84,0.67
1513,Drink,28,0.56
1514,Drink,33,0.57
1515,Drink,44,0.59
1516,Drink,85,0.67
1517,Drink,20,0.54
1518,Drink,39,0.58
1519,Drink,2,0.5
1520,Drink,45,0.59
1521,Drink,73,0.65
1522,Drink,69,0.64
1523,Drink,7,0.51
1524,Drink,93,0.69
1525,Drink,80,0.66
1526,Drink,19,0.54
1527,Drink,45,0.59
1528,Drink,2,0.5
1529,Drink,62,0.62
1530,Drink,80,0.66
1531,Drink,7,0.51
1532,Drink,3,0.51
1533,Drink,30,0.56
1534,Drink,5,0.51
1535,Drink,1,0.5
1536,Drink,28,0.56
1537,Drink,83,0.67
1538,Drink,41,0.58
1539,Drink,8,0.52
1540,Drink,7,0.51
1541,Drink,44,0.59
1542,Drink,84,0.67
1543,Drink,54,0.61
1544,Drink,17,0.53
1545,Drink,27,0.55
1546,Drink,57,0.61
1547,Drink,55,0.61
1548,Drink,18,0.54
1549,Drink,45,0.59
1550,Drink,39,0.58
1551,Drink,22,0.54
1552,Drink,83,0.67
1553,Drink,42,0.58
1554,Drink,93,0.69
1555,Drink,100,0.7
1556,Drink,95,0.69
1557,Drink,52,0.6
1558,Drink,48,0.6
1559,Drink,1,0.5
1560,Drink,52,0.6
1561,Drink,33,0.57
1562,Drink,68,0.64
1563,Drink,68,0.64
1564,Drink,94,0.69
1565,Drink,87,0.67
1566,Drink,90,0.68
1567,Drink,59,0.62
1568,Drink,97,0.69
1569,Drink,5,0.51
1570,Drink,72,0.64
1571,Drink,15,0.53
1572,Drink,52,0.6
1573,Drink,49,0.6
1574,Drink,21,0.54
1575,Drink,0,0.5
1576,Drink,64,0.63
1577,Drink,17,0.53
1578,Drink,79,0.66
1579,Drink,84,0.67
1580,Drink,65,0.63
1581,Drink,93,0.69
1582,Drink,89,0.68
1583,Drink,18,0.54
1584,Drink,10,0.52
1585,Drink,42,0.58
1586,Drink,30,0.56
1587,Drink,22,0.54
1588,Drink,31,0.56
1589,Drink,2,0.5
1590,Drink,21,0.54
1591,Drink,95,0.69
1592,Drink,100,0.7
1593,Drink,87,0.67
1594,Drink,71,0.64
1595,Drink,21,0.54
1596,Drink,91,0.68
1597,Drink,10,0.52
1598,Drink,54,0.61
1599,Drink,76,0.65
1600,Footwear,6,0.54
1601,Footwear,39,0.73
1602,Footwear,40,0.74
1603,Footwear,29,0.67
1604,Footwear,45,0.77
1605,Footwear,9,0.55
1606,Footwear,39,0.73
1607,Footwear,38,0.73
1608,Footwear,2,0.51
1609,Footwear,16,0.6
1610,Footwear,21,0.63
1611,Footwear,47,0.78
1612,Footwear,46,0.78
1613,Footwear,24,0.64
1614,Footwear,1,0.51
1615,Footwear,40,0.74
1616,Footwear,2,0.51
1617,Footwear,31,0.69
1618,Footwear,5,0.53
1619,Footwear,22,0.63
1620,Footwear,18,0.61
1621,Footwear,42,0.75
1622,Footwear,9,0.55
1623,Footwear,29,0.67
1624,Footwear,15,0.59
1625,Footwear,32,0.69
1626,Footwear,22,0.63
1627,Footwear,10,0.56
1628,Footwear,47,0.78
1629,Footwear,48,0.79
1630,Footwear,25,0.65
1631,Footwear,21,0.63
1632,Footwear,17,0.6
1633,Footwear,31,0.69
1634,Footwear,25,0.65
1635,Footwear,0,0.5
1636,Footwear,19,0.61
1637,Footwear,33,0.7
1638,Footwear,18,0.61
1639,Footwear,35,0.71
1640,Footwear,30,0.68
1641,Footwear,2,0.51
1642,Footwear,49,0.79
1643,Footwear,34,0.7
1644,Footwear,36,0.72
1645,Footwear,35,0.71
1646,Footwear,16,0.6
1647,Footwear,43,0.76
1648,Footwear,2,0.51
1649,Footwear,29,0.67
1650,Footwear,25,0.65
1651,Footwear,46,0.78
1652,Footwear,7,0.54
1653,Footwear,25,0.65
1654,Footwear,22,0.63
1655,Footwear,31,0.69
1656,Footwear,3,0.52
1657,Footwear,1,0.51
1658,Footwear,17,0.6
1659,Footwear,47,0.78
1660,Footwear,2,0.51
1661,Footwear,16,0.6
1662,Footwear,43,0.76
1663,Footwear,43,0.76
1664,Footwear,37,0.72
1665,Footwear,44,0.76
1666,Footwear,49,0.79
1667,Footwear,18,0.61
1668,Footwear,43,0.76
1669,Footwear,48,0.79
1670,Footwear,13,0.58
1671,Footwear,48,0.79
1672,Footwear,33,0.7
1673,Footwear,33,0.7
1674,Footwear,21,0.63
1675,Footwear,24,0.64
1676,Footwear,16,0.6
1677,Footwear,13,0.58
1678,Footwear,7,0.54
1679,Footwear,36,0.72
1680,Footwear,21,0.63
1681,Footwear,15,0.59
1682,Footwear,37,0.72
1683,Footwear,43,0.76
1684,Footwear,46,0.78
1685,Footwear,34,0.7
1686,Footwear,43,0.76
1687,Footwear,22,0.63
1688,Footwear,10,0.56
1689,Footwear,9,0.55
1690,Footwear,21,0.63
1691,Footwear,47,0.78
1692,Footwear,0,0.5
1693,Footwear,37,0.72
1694,Footwear,3,0.52
1695,Footwear,36,0.72
1696,Footwear,9,0.55
1697,Footwear,22,0.63
1698,Footwear,23,0.64
1699,Footwear,18,0.61
1700,Footwear,40,0.74
1701,Footwear,18,0.61
1702,Footwear,20,0.62
1703,Footwear,31,0.69
1704,Footwear,50,0.8
1705,Footwear,25,0.65
1706,Footwear,38,0.73
1707,Footwear,27,0.66
1708,Footwear,10,0.56
1709,Footwear,0,0.5
1710,Footwear,50,0.8
1711,Footwear,9,0.55
1712,Footwear,36,0.72
1713,Footwear,2,0.51
1714,Footwear,28,0.67
1715,Footwear,8,0.55
1716,Footwear,21,0.63
1717,Footwear,0,0.5
1718,Footwear,46,0.78
1719,Footwear,30,0.68
1720,Footwear,42,0.75
1721,Footwear,42,0.75
1722,Footwear,49,0.79
1723,Footwear,16,0.6
1724,Footwear,47,0.78
1725,Footwear,39,0.73
1726,Footwear,12,0.57
1727,Footwear,4,0.52
1728,Footwear,35,0.71
1729,Footwear,27,0.66
1730,Footwear,17,0.6
1731,Footwear,11,0.57
1732,Footwear,33,0.7
1733,Footwear,10,0.56
1734,Footwear,4,0.52
1735,Footwear,42,0.75
1736,Footwear,40,0.74
1737,Footwear,10,0.56
1738,Footwear,37,0.72
1739,Footwear,7,0.54
1740,Footwear,32,0.69
1741,Footwear,40,0.74
1742,Footwear,50,0.8
1743,Footwear,34,0.7
1744,Footwear,38,0.73
1745,Footwear,24,0.64
1746,Footwear,48,0.79
1747,Footwear,27,0.66
1748,Footwear,17,0.6
1749,Footwear,19,0.61
1750,Footwear,18,0.61
1751,Footwear,0,0.5
1752,Footwear,27,0.66
1753,Footwear,49,0.79
1754,Footwear,45,0.77
1755,Footwear,17,0.6
1756,Footwear,16,0.6
1757,Footwear,34,0.7
1758,Footwear,33,0.7
1759,Footwear,35,0.71
1760,Footwear,20,0.62
1761,Footwear,21,0.63
1762,Footwear,12,0.57
1763,Footwear,45,0.77
1764,Footwear,50,0.8
1765,Footwear,27,0.66
1766,Footwear,50,0.8
1767,Footwear,9,0.55
1768,Footwear,0,0.5
1769,Footwear,48,0.79
1770,Footwear,32,0.69
1771,Footwear,9,0.55
1772,Footwear,50,0.8
1773,Footwear,42,0.75
1774,Footwear,44,0.76
1775,Footwear,50,0.8
1776,Footwear,36,0.72
1777,Footwear,24,0.64
1778,Footwear,23,0.64
1779,Footwear,29,0.67
1780,Footwear,2,0.51
1781,Footwear,35,0.71
1782,Footwear,26,0.66
1783,Footwear,40,0.74
1784,Footwear,39,0.73
1785,Footwear,48,0.79
1786,Footwear,14,0.58
1787,Footwear,1,0.51
1788,Footwear,23,0.64
1789,Footwear,33,0.7
1790,Footwear,10,0.56
1791,Footwear,43,0.76
1792,Footwear,12,0.57
1793,Footwear,40,0.74
1794,Footwear,22,0.63
1795,Footwear,40,0.74
1796,Footwear,44,0.76
1797,Footwear,31,0.69
1798,Footwear,1,0.51
1799,Footwear,46,0.78
1800,Footwear,47,0.78
1801,Footwear,15,0.59
1802,Footwear,36,0.72
1803,Footwear,15,0.59
1804,Footwear,17,0.6
1805,Footwear,11,0.57
1806,Footwear,48,0.79
1807,Footwear,26,0.66
1808,Footwear,4,0.52
1809,Footwear,36,0.72
1810,Footwear,28,0.67
1811,Footwear,15,0.59
1812,Footwear,47,0.78
1813,Footwear,45,0.77
1814,Footwear,28,0.67
1815,Footwear,32,0.69
1816,Footwear,45,0.77
1817,Footwear,6,0.54
1818,Footwear,12,0.57
1819,Footwear,10,0.56
1820,Footwear,28,0.67
1821,Footwear,4,0.52
1822,Footwear,27,0.66
1823,Footwear,40,0.74
1824,Footwear,25,0.65
1825,Footwear,17,0.6
1826,Footwear,16,0.6
1827,Footwear,27,0.66
1828,Footwear,48,0.79
1829,Footwear,49,0.79
1830,Footwear,22,0.63
1831,Footwear,39,0.73
1832,Footwear,20,0.62
1833,Footwear,5,0.53
1834,Footwear,19,0.61
1835,Footwear,1,0.51
1836,Footwear,31,0.69
1837,Footwear,0,0.5
1838,Footwear,48,0.79
1839,Footwear,16,0.6
1840,Footwear,12,0.57
1841,Footwear,48,0.79
1842,Footwear,25,0.65
1843,Footwear,24,0.64
1844,Footwear,27,0.66
1845,Footwear,49,0.79
1846,Footwear,40,0.74
1847,Footwear,40,0.74
1848,Footwear,43,0.76
1849,Footwear,24,0.64
1850,Footwear,44,0.76
1851,Footwear,2,0.51
1852,Footwear,37,0.72
1853,Footwear,29,0.67
1854,Footwear,22,0.63
1855,Footwear,36,0.72
1856,Footwear,8,0.55
1857,Footwear,36,0.72
1858,Footwear,45,0.77
1859,Footwear,17,0.6
1860,Footwear,20,0.62
1861,Footwear,1,0.51
1862,Footwear,25,0.65
1863,Footwear,30,0.68
1864,Footwear,33,0.7
1865,Footwear,8,0.55
1866,Footwear,2,0.51
1867,Footwear,5,0.53
1868,Footwear,36,0.72
1869,Footwear,22,0.63
1870,Footwear,23,0.64
1871,Footwear,0,0.5
1872,Footwear,4,0.52
1873,Footwear,12,0.57
1874,Footwear,45,0.77
1875,Footwear,7,0.54
1876,Footwear,42,0.75
1877,Footwear,34,0.7
1878,Footwear,30,0.68
1879,Footwear,2,0.51
1880,Footwear,20,0.62
1881,Footwear,1,0.51
1882,Footwear,20,0.62
1883,Footwear,25,0.65
1884,Footwear,8,0.55
1885,Footwear,48,0.79
1886,Footwear,40,0.74
1887,Footwear,17,0.6
1888,Footwear,26,0.66
1889,Footwear,42,0.75
1890,Footwear,9,0.55
1891,Footwear,38,0.73
1892,Footwear,9,0.55
1893,Footwear,25,0.65
1894,Footwear,19,0.61
1895,Footwear,32,0.69
1896,Footwear,3,0.52
1897,Footwear,10,0.56
1898,Footwear,8,0.55
1899,Footwear,8,0.55
1900,Footwear,30,0.68
1901,Footwear,45,0.77
1902,Footwear,41,0.75
1903,Footwear,45,0.77
1904,Footwear,48,0.79
1905,Footwear,46,0.78
1906,Footwear,2,0.51
1907,Footwear,46,0.78
1908,Footwear,33,0.7
1909,Footwear,2,0.51
1910,Footwear,35,0.71
1911,Footwear,44,0.76
1912,Footwear,47,0.78
1913,Footwear,44,0.76
1914,Footwear,40,0.74
1915,Footwear,24,0.64
1916,Footwear,11,0.57
1917,Footwear,22,0.63
1918,Footwear,37,0.72
1919,Footwear,5,0.53
1920,Footwear,5,0.53
1921,Footwear,35,0.71
1922,Footwear,11,0.57
1923,Footwear,16,0.6
1924,Footwear,12,0.57
1925,Footwear,16,0.6
1926,Footwear,20,0.62
1927,Footwear,44,0.76
1928,Footwear,45,0.77
1929,Footwear,16,0.6
1930,Footwear,50,0.8
1931,Footwear,16,0.6
1932,Footwear,33,0.7
1933,Footwear,29,0.67
1934,Footwear,9,0.55
1935,Footwear,48,0.79
1936,Footwear,28,0.67
1937,Footwear,35,0.71
1938,Footwear,9,0.55
1939,Footwear,2,0.51
1940,Footwear,40,0.74
1941,Footwear,37,0.72
1942,Footwear,11,0.57
1943,Footwear,41,0.75
1944,Footwear,32,0.69
1945,Footwear,2,0.51
1946,Footwear,48,0.79
1947,Footwear,20,0.62
1948,Footwear,4,0.52
1949,Footwear,12,0.57
1950,Footwear,41,0.75
1951,Footwear,50,0.8
1952,Footwear,29,0.67
1953,Footwear,39,0.73
1954,Footwear,15,0.59
1955,Footwear,29,0.67
1956,Footwear,33,0.7
1957,Footwear,10,0.56
1958,Footwear,45,0.77
1959,Footwear,21,0.63
1960,Footwear,41,0.75
1961,Footwear,8,0.55
1962,Footwear,30,0.68
1963,Footwear,49,0.79
1964,Footwear,35,0.71
1965,Footwear,3,0.52
1966,Footwear,34,0.7
1967,Footwear,5,0.53
1968,Footwear,33,0.7
1969,Footwear,21,0.63
1970,Footwear,0,0.5
1971,Footwear,49,0.79
1972,Footwear,5,0.53
1973,Footwear,6,0.54
1974,Footwear,27,0.66
1975,Footwear,38,0.73
1976,Footwear,22,0.63
1977,Footwear,36,0.72
1978,Footwear,28,0.67
1979,Footwear,21,0.63
1980,Footwear,24,0.64
1981,Footwear,32,0.69
1982,Footwear,23,0.64
1983,Footwear,40,0.74
1984,Footwear,7,0.54
1985,Footwear,8,0.55
1986,Footwear,20,0.62
1987,Footwear,1,0.51
1988,Footwear,11,0.57
1989,Footwear,46,0.78
1990,Footwear,8,0.55
1991,Footwear,1,0.51
1992,Footwear,21,0.63
1993,Footwear,38,0.73
1994,Footwear,12,0.57
1995,Footwear,2,0.51
1996,Footwear,26,0.66
1997,Footwear,41,0.75
1998,Footwear,3,0.52
1999,Footwear,44,0.76
